Join Name	DB_NoveV9	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	No files found in	DB_NoveV9 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Fountoulakis2003 Duplicates	Corbin2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates
P36561	1							1						1			1										1	1			1				7	1							1						1			1										2	1			2				COBS_ECOLI
P36562	1																																		1	1																																		COBT_ECOLI
P36566	1													1														1							3	1													1														1							SMTA_ECOLI
P36645	1													1																					2	1													2																					HOFB_ECOLI
P36646	1													1																					2	1													1																					HOFC_ECOLI
P36647	1																																		1	1																																		PPDD_ECOLI
P36649	1						1	1						1														1							5	1						1	1						1														1							CUEO_ECOLI
P36655	1						1										1					1					1	1			1				7	1						1										1					1					2	1			2				DSBD_ECOLI
P36659	1			1		1	1	1	1									1									1	1			1				10	1			1		1	1	1	1									1									2	1			2				CBPA_ECOLI
P36661	1							1						1																					3	1							1						1																					YCCE_ECOLI
P36662	1																										1				1				3	1																										1				1				TORD_ECOLI
P36672	1						1	1			1		1		1									1			1	1			1				10	1						1	1			1		1		1									1			2	1			2				PTTBC_ECOLI
P36673	1													1																					2	1													1																					TRER_ECOLI
P36675	1													1																					2	1													1																					YHDL_ECOLI
P36677	1													1																					2	1													1																					YHDN_ECOLI
P36678	1																																		1	1																																		GSPM_ECOLI
P36680	1						1	1						1													1	1			1				7	1						1	1						1													2	1			2				YACF_ECOLI
P36682	1													1																					2	1													1																					YACH_ECOLI
P36683	1			1	1	1	1	1		1				1		1	1						1				1	1			1			1	15	1			1	1	1	1	1		1				1		1	1						1				2	1			2			1	ACON2_ECOLI
P36767	1			1			1	1	1					1													1	1			1				9	1			1			1	1	1					1													2	1			2				RDGC_ECOLI
P36771	1			1																								1							3	1			1																								1							LRHA_ECOLI
P36837	1								1																										2	1								1																										YHIP_ECOLI
P36879	1					1		1	1	1			1	1	1		1				1						1	1			1				13	1					1		1	1	1			1	1	1		1				1						2	1			2				YADG_ECOLI
P36881	1													1																					2	1													1																					YADI_ECOLI
P36928	1							1						1			1										1	1			1				7	1							1						1			1										1	1			1				YEGD_ECOLI
P36929	1							1	1					1													1	1			1				7	1							1	1					1													1	1			1				RSMB_ECOLI
P36938	1			1		1			1	1				1				1									1	1			1				10	1			1		1			1	1				1				1									2	1			2				PGM_ECOLI
P36979	1			1			1	1	1					1			1										1	1			1				10	1			1			1	1	1					1			1										2	1			2				RLMN_ECOLI
P36999	1													1														1							3	1													1														1							RLMA_ECOLI
P37001	1																																		1	1																																		CRCA_ECOLI
P37002	1													1																					2	1													1																					CRCB_ECOLI
P37005	1								1					1																					3	1								1					1																					LAST_ECOLI
P37013	1																																		1	1																																		NORR_ECOLI
P37016	1													1																					2	1													1																					YADK_ECOLI
P37017	1																																		1	1																																		YADL_ECOLI
P37018	1																																		1	1																																		YADM_ECOLI
P37019	1																1					1					1	1			1				6	1																1					1					2	1			2				CLCA_ECOLI
P37024	1								1					1													1	1			1				6	1								1					1													1	1			1				HRPB_ECOLI
P37025	1																																		1	1																																		LIGT_ECOLI
P37028	1													1														1							3	1													1														1							BTUF_ECOLI
P37047	1													1			1																		3	1													1			1																		CDAR_ECOLI
P37049	1													1																					2	1													1																					YAEI_ECOLI
P37050	1																																		1	1																																		YADN_ECOLI
P37051	1						1	1						1													1	1			1				7	1						1	1						1													2	1			2				PURU_ECOLI
P37056	1													1																					2	1													1																					YAEF_ECOLI
P37095	1			1		1	1	1	1	1				1				1									1	1			1				12	1			1		1	1	1	1	1				1				1									2	1			2				PEPB_ECOLI
P37127	1			1			1		1					1													1				1				7	1			1			1		1					1													1				1				AEGA_ECOLI
P37128	1							1						1																					3	1							1						1																					NUDK_ECOLI
P37146	1						1	1						1																					4	1						1	1						1																					RIR4_ECOLI
P37147	1																										1				1				3	1																										2				2				FXSA_ECOLI
P37177	1													1			1										1	1			1				6	1													1			1										2	1			2				PT1P_ECOLI
P37180	1													1																					2	1													1																					HYBB_ECOLI
P37182	1													1																					2	1													1																					HYBD_ECOLI
P37188	1						1		1				1		1		1										1	1			1				9	1						1		1				1		1		1										2	1			2				PTKB_ECOLI
P37194	1		1				1	1		1		1				1	1	1		1		1					1	1	1		1	1			16	1		1				1	1		1		1				1	1	1		1		1					2	1	1		2	1			SLP_ECOLI
P37195	1								1																		1	1			1				5	1								1																		2	1			2				DCTR_ECOLI
P37197	1			1										1													1				1				5	1			1										1													1				1				YHJA_ECOLI
P37305	1													1																					2	1													1																					HOKA_ECOLI
P37306	1																																		1	1																																		ARCC_ECOLI
P37313	1			1			1										1					1		1			1	1			1				9	1			1			1										1					1		1			1	1			1				DPPF_ECOLI
P37327	1							1									1										1	1			1				6	1							1									1										2	1			2				YFDC_ECOLI
P37330	1			1			1	1	1					1										1			1	1			1				10	1			1			1	1	1					1										1			2	1			2				MASZ_ECOLI
P37338	1													1																					2	1													1																					YGAE_ECOLI
P37339	1								1					1								1					1	1			1				7	1								1					1								1					2	1			2				YGAF_ECOLI
P37340	1						1																				1	1			1				5	1						1																				2	1			2				MDTK_ECOLI
P37342	1							1	1					1													1				1				6	1							1	1					1													2				2				YJJI_ECOLI
P37344	1			1										1																					3	1			1										1																					PSPF_ECOLI
P37348	1																																		1	1																																		YECE_ECOLI
P37349	1				1		1	1	1	1							1											1							8	1				1		1	1	1	1							1											1							DHAM_ECOLI
P37351	1								1																										2	1								1																										RPIB_ECOLI
P37353	1													1																					2	1													1																					MENE_ECOLI
P37355	1									1																									2	1									1																									MENH_ECOLI
P37387	1						1							1													1				1				5	1						1							1													1				1				XYLF_ECOLI
P37440	1			1			1	1	1	1				1													1	1			1				10	1			1			1	1	1	1				1													2	1			2				UCPA_ECOLI
P37443	1																																		1	1																																		YCAI_ECOLI
P37590	1						1																				1				1				4	1						1																				1				1				PMRD_ECOLI
P37595	1						1							1																					3	1						1							1																					IAAA_ECOLI
P37596	1																																		1	1																																		NORW_ECOLI
P37597	1																																		1	1																																		YDHC_ECOLI
P37610	1													1																					2	1													1																					TAUD_ECOLI
P37613	1							1						1																					3	1							1						1																					YHHK_ECOLI
P37614	1																																		1	1																																		YHHL_ECOLI
P37615	1													1			1										1	1			1				6	1													1			1										2	1			2				YHHM_ECOLI
P37617	1			1				1	1								1					1					1	1			1			1	10	1			1				1	1								1					1					2	1			2			1	ATZN_ECOLI
P37619	1																																		1	1																																		YHHQ_ECOLI
P37621	1																																		1	1																																		YHHS_ECOLI
P37623	1								1																										2	1								1																										ACPT_ECOLI
P37624	1						1		1								1										1	1			1				7	1						1		1								1										2	1			2				YHIH_ECOLI
P37626	1							1					1	1	1		1					1					1	1			1			1	11	1							1					1	1	1		1					1					2	1			2			1	YHII_ECOLI
P37627	1																											1							2	1																											1							YHIJ_ECOLI
P37629	1													1																					2	1													1																					YHIL_ECOLI
P37630	1																										1				1				3	1																										2				2				YHIM_ECOLI
P37631	1							1	1																										3	1							1	1																										YHIN_ECOLI
P37634	1			1		1		1	1					1														1							7	1			1		1		1	1					1														1							YHIR_ECOLI
P37636	1							1		1		1	1	1	1	1						1		1			1	1			1				13	1							1		1		1	1	1	1	1						1		1			2	1			2				MDTE_ECOLI
P37637	1			1				1				1	1		1		1	1			1	1		1			1	1			1				14	1			1				1				1	1		1		1	1			1	1		1			2	1			2				MDTF_ECOLI
P37639	1													1																					2	1													1																					GADX_ECOLI
P37640	1								1					1																					3	1								1					1																					YHJB_ECOLI
P37641	1																																		1	1																																		YHJC_ECOLI
